SIREN;NIC;SIRET;Statut de diffusion de l'établissement;Date de création de l'établissement;Tranche de l'effectif de l'établissement;Tranche de l'effectif de l'établissement triable;Année de la tranche d'effectif de l'établissement;Activité principale de l'établissement;Date de la dernière mise à jour de l'établissement;Etablissement siège;Nombre de periodes de l'établissement;Complément d'adresse de l'établissement;Numéro de voie de l'établissement;Indice de répétition de l'établissement;Type de voie de l'établissement;Libellé de la voie de l'établissement;Code postal de l'établissement;Commune de l'établissement;Libellé de la commune de l'établissement à l'étranger;Distribution spéciale de l'établissement;Code commune de l'établissement;Code cedex de l'établissement;Libellé cedex de l'établissement;Code du pays de l'établissement étranger;Libellé du pays de l'établissement étranger;Complément d'adresse de l'établissement 2;Numero de voie de l'établissement 2;Indice de répétition de l'établissement 2;Type de voie de l'établissement 2;Libellé de la voie de l'établissement 2;Code postal de l'établissement 2;Libellé de la commune de l'établissement 2;Libellé de la commune de l'établissement étranger 2;Distribution spéciale de l'établissement 2;Code de la commune de l'établissement 2;Code cedex de l'établissement 2;Libellé cedex de l'établissement 2;Code pays de l'établissement;Libellé du pays de l'établissement étranger;Date du début de la période de l'établissement;Etat administratif de l'établissement;Enseigne de l'établissement 1;Enseigne de l'établissement 2;Enseigne de l'établissement 3;Dénomination usuelle de l'établissement;Activité principale de l'établissement;Nomenclature principale de l'établissement;Caractère employeur de l'établissement;Statut de diffusion de l'unité légale;Unité légale purgée;Date de création de l'unité légale;Sigle de l'unité légale;Civilité de la personne physique;Prénom de la personne physique 1;Prénom de la personne physique 2;Prénom de la personne physique 3;Prénom de la personne physique 4;Prénom usuel de la personne physique;Pseudonyme de la personne physique;Identifiant association de l'unité légale;Tranche de l'effectif de l'unité légale;Tranche de l'effectif de l'unité légale triable;Année de la tranche de l'effectif de l'unité légale;Date du dernier traitement de l'unité légale;Nombre de périodes de l'unité légale;Catégorie de l'entreprise;Année de la catégorie de l'entreprise;Date de début de l'unité légale;Etat administratif de l'unité légale;Nom de la personne physique;Nom d'usage de la personne physique;Dénomination de l'unité légale;Dénomination usuelle de l'unité légale 1;Dénomination usuelle de l'unité légale 2;Dénomination usuelle de l'unité légale 3;Catégorie juridique de l'unité légale;Activité principale de l'unité légale;Nomenclature de l'activité principale de l'unité légale;NIC du siège de l'unité légale;Economie sociale et solidaire unité légale;Société à mission unité légale;Caractère employeur de l'unité légale;Code EPCI de l'établissement;Libellé de l'EPCI de l'établissement;Code de l'arrondissement de l'établissement;Code du département de l'établissement;Département de l'établissement;Code de la région de l'établissement;Région de l'établissement;Section de l'établissement;Sous-section de l'établissement;Division de l'établissement;Groupe de l'établissement;Classe de l'établissement;Section de l'unité légale;Sous-section de l'unité légale;Division de l'unité légale;Groupe de l'unité légale;Classe de l'unité légale;Nature juridique de l'unité légale;Première ligne de l'adressage;Adresse de l'établissement;SIRET du siège de l'unité légale;Date de fermeture de l'établissement;Date de fermeture de l'unité légale;Géolocalisation de l'établissement
909854671;00015;90985467100015;O;2022-01-31;;;;;2023-03-23T05:42:29-03:00;oui;2;;30;;Rue;JEAN MOULIN;59100;ROUBAIX;;;59512;;;;;;;;;;;;;;;;;;;2023-01-16;Fermé;;;;ANTONY BOUVIL;70.21Z;NAFRev2;Non;O;;2022-01-31;;Masculin;ANTONY;;;;ANTONY;;;;;;2023-03-23T05:42:29-03:00;2;;;2023-01-16;Cessée;BOUVIL;;;;;;1000;70.21Z;NAFRev2;00015;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil en relations publiques et communication;Conseil en relations publiques et communication;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil en relations publiques et communication;Conseil en relations publiques et communication;Entrepreneur individuel;Monsieur ANTONY BOUVIL;30 Rue JEAN MOULIN;90985467100015;2023-01-16;2023-01-16;50.684727, 3.176733
499612877;00013;49961287700013;O;2007-08-20;Etablissement non employeur;-1;;;2014-06-14T05:28:15-03:00;non;4;3/42;3;;Rue;WATTEAU;59113;SECLIN;;;59560;;;;;;;;;;;;;;;;;;;2012-01-01;Fermé;;;;;49.41A;NAFRev2;Oui;O;;2007-08-20;;Masculin;ABDELAZIZ;;;;ABDELAZIZ;;;3 à 5 salariés;2;2020;2022-08-29T06:31:46-03:00;5;PME;2020;2012-07-16;Active;EZZAHI;;;E.A TRANSPORT;;;1000;49.41A;NAFRev2;00021;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Transports et entreposage;Transports terrestres et transport par conduites;Transports routiers de fret et services de déménagement;Transports routiers de fret;Transports routiers de fret interurbains;Transports et entreposage;Transports terrestres et transport par conduites;Transports routiers de fret et services de déménagement;Transports routiers de fret;Transports routiers de fret interurbains;Entrepreneur individuel;Monsieur ABDELAZIZ EZZAHI;3 Rue WATTEAU;49961287700021;2012-01-01;;50.542246, 3.025851
923061089;00010;92306108900010;O;2022-11-29;;;;;2023-02-14T10:49:32-03:00;oui;1;;15;;Rue;DES FABRICANTS;59100;ROUBAIX;;;59512;;;;;;;;;;;;;;;;;;;2022-11-29;Actif;;;;;88.99B;NAFRev2;Non;O;;2022-11-29;;;;;;;;;W595041462;;;;2023-02-14T10:49:32-03:00;1;;;2022-11-29;Active;;;EDUCATION AGAINST HARASSMENT;;;;9220;88.99B;NAFRev2;00010;O;N;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Santé humaine et action sociale;Action sociale sans hébergement;Autre action sociale sans hébergement;Autre action sociale sans hébergement n.c.a.;Action sociale sans hébergement n.c.a.;Santé humaine et action sociale;Action sociale sans hébergement;Autre action sociale sans hébergement;Autre action sociale sans hébergement n.c.a.;Action sociale sans hébergement n.c.a.;Association déclarée;;15 Rue DES FABRICANTS;92306108900010;;;50.69016, 3.172138
325507382;00019;32550738200019;O;1982-07-19;Etablissement non employeur;-1;;;2021-10-19T07:28:31-03:00;non;4;;2;;Rue;PASTEUR;59110;LA MADELEINE;;;59368;;;;;;;;;;;;;;;;;;;2021-09-15;Fermé;;;;;41.10D;NAFRev2;Non;O;;1982-07-19;;;;;;;;;;Etablissement non employeur;-1;;2021-10-19T07:28:31-03:00;6;PME;2020;2021-09-15;Active;;;SCI CRB;;;;6541;41.10D;NAFRev2;00027;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Construction;Construction de bâtiments;Promotion immobilière;Promotion immobilière;Supports juridiques de programmes;Construction;Construction de bâtiments;Promotion immobilière;Promotion immobilière;Supports juridiques de programmes;Société civile immobilière de construction-vente;;2 Rue PASTEUR;32550738200027;2021-09-15;;50.653777, 3.074601
839418381;00019;83941838100019;O;2017-09-27;;;;;2018-05-06T15:24:00-03:00;oui;1;;20;;Rue;DES CINQ FUSILLES;59480;LA BASSEE;;;59051;;;;;;;;;;;;;;;;;;;2017-09-27;Actif;;;;;94.99Z;NAFRev2;Non;O;;2017-09-27;;;;;;;;;W595029894;;;;2018-05-06T15:24:00-03:00;1;;;2017-09-27;Active;;;LES DES PUNCHES;;;;9220;94.99Z;NAFRev2;00019;O;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire;Association déclarée;;20 Rue DES CINQ FUSILLES;83941838100019;;;50.535193, 2.815977
775557523;00021;77555752300021;O;1900-01-01;Etablissement non employeur;-1;;;2019-02-20T08:42:47-03:00;non;5;;;;;MARCHE D INTERET NATIONAL;59160;LILLE;;SP 1;59350;59465;LOMME CEDEX;;;;;;;;;;;;;;;;;2008-06-06;Fermé;;;;;46.31Z;NAFRev2;Oui;O;;1972-01-01;;;;;;;;;;Etablissement non employeur;-1;;2016-07-26T05:27:03-03:00;5;;;2008-01-01;Active;;;SA JEAN WAVRANT;;;;5599;46.31Z;NAFRev2;00039;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de fruits et légumes;Commerce de gros (commerce interentreprises) de fruits et légumes;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de fruits et légumes;Commerce de gros (commerce interentreprises) de fruits et légumes;SA à conseil d'administration (s.a.i.);;MARCHE D INTERET NATIONAL;77555752300039;2008-06-06;;
511127904;00015;51112790400015;O;2009-03-10;Etablissement non employeur;-1;;;2012-05-05T11:47:04-03:00;oui;4;;5;;Place;JEAN DELVAINQUIERE;59150;WATTRELOS;;;59650;;;;;;;;;;;;;;;;;;;2010-05-06;Fermé;;;;;56.10C;NAFRev2;Oui;O;;2009-03-10;;;;;;;;;;Etablissement non employeur;-1;;2020-07-10T09:12:34-03:00;3;;;2009-10-11;Active;;;BGVM;;;;5499;56.10C;NAFRev2;00015;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Hébergement et restauration;Restauration;Restaurants et services de restauration mobile;Restaurants et services de restauration mobile;Restauration de type rapide;Hébergement et restauration;Restauration;Restaurants et services de restauration mobile;Restaurants et services de restauration mobile;Restauration de type rapide;Société à responsabilité limitée (sans autre indication);;5 Place JEAN DELVAINQUIERE;51112790400015;2010-05-06;;50.701103, 3.215055
428748909;00770;42874890900770;O;2018-10-01;6 à 9 salariés;3;2020;;2022-08-29T06:07:21-03:00;non;1;;320;;Avenue;DE DUNKERQUE;59130;LAMBERSART;;;59328;;;;;;;;;;;;;;;;;;;2018-10-01;Actif;;;;;68.32A;NAFRev2;Oui;O;;1999-12-27;SERGIC;;;;;;;;;250 à 499 salariés;32;2020;2023-05-05T09:06:37-03:00;10;ETI;2020;2022-06-07;Active;;;SOCIETE D ETUDES ET DE REALISATION DE GESTION IMMOBILIERE DE CONSTRUCTION;;;;5710;68.32A;NAFRev2;00416;N;N;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Activités immobilières pour compte de tiers;Administration de biens immobiliers;Administration d'immeubles et autres biens immobiliers;Activités immobilières;Activités immobilières;Activités immobilières pour compte de tiers;Administration de biens immobiliers;Administration d'immeubles et autres biens immobiliers;SAS, société par actions simplifiée;;320 Avenue DE DUNKERQUE;42874890900416;;;50.639391, 3.020455
533869376;00012;53386937600012;O;2011-07-11;;;;;2019-11-13T12:45:47-03:00;oui;1;13 ALLEE DE BREUX;;;Rue;PROCUREUR;59320;ENGLOS;;;59195;;;;;;;;;;;;;;;;;;;2011-07-11;Actif;;;;;68.20B;NAFRev2;Non;O;;2011-07-11;;;;;;;;;;;;;2019-11-13T12:45:47-03:00;2;;;2019-03-25;Active;;;LA BERGERIE;;;;6599;68.20B;NAFRev2;00012;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Autre société civile;;Rue PROCUREUR;53386937600012;;;50.627102, 2.956861
800411696;00035;80041169600035;O;2022-02-01;;;;7420ZT;2023-03-13T13:45:52-03:00;oui;1;;93;;Rue;FELIX FAURE;59110;LA MADELEINE;;;59368;;;;;;;;;;;;;;;;;;;2022-02-01;Actif;;;;AURELIE EVRARD PHOTOGRAPHE;74.20Z;NAFRev2;Non;O;;2014-02-10;;;;;;;;;;;;;2023-03-13T13:45:52-03:00;3;PME;2020;2022-02-01;Active;;;AURELIE EVRARD PHOTOGRAPHE;;;;5499;74.20Z;NAFRev2;00035;N;N;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Activités photographiques;Activités photographiques;Activités photographiques;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Activités photographiques;Activités photographiques;Activités photographiques;Société à responsabilité limitée (sans autre indication);;93 Rue FELIX FAURE;80041169600035;;;50.659462, 3.064149
752998260;00018;75299826000018;O;2012-08-01;;;;;2019-11-14T11:00:47-03:00;non;2;;39;;Rue;CARNOT;59155;FACHES-THUMESNIL;;;59220;;;;;;;;;;;;;;;;;;;2014-09-30;Fermé;;;;;66.29Z;NAFRev2;Non;O;;2012-08-01;;Masculin;RAYMOND;BLAISE;WILLIAM;;RAYMOND;;;;;;2017-05-19T22:40:02-03:00;3;PME;2020;2015-10-01;Active;AHOUNOU;;;;;;1000;85.59A;NAFRev2;00026;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Activités auxiliaires d'assurance et de caisses de retraite;Autres activités auxiliaires d'assurance et de caisses de retraite;Autres activités auxiliaires d'assurance et de caisses de retraite;Enseignement;Enseignement;Autres activités d'enseignement;Enseignements divers;Formation continue d'adultes;Entrepreneur individuel;Monsieur RAYMOND AHOUNOU;39 Rue CARNOT;75299826000026;2014-09-30;;50.6072, 3.065847
917380453;00014;91738045300014;P;2022-08-01;;;;;2022-07-11T16:35:29-03:00;oui;1;[ND];[ND];[ND];[ND];[ND];[ND];FRETIN;;[ND];59256;[ND];[ND];;;[ND];;[ND];[ND];[ND];[ND];;;[ND];;[ND];[ND];;;2022-08-01;Actif;[ND];[ND];[ND];[ND];96.02A;NAFRev2;Non;P;;2022-08-01;[ND];;[ND];[ND];[ND];[ND];[ND];[ND];;;;;2022-07-11T16:35:29-03:00;1;;;2022-08-01;Active;[ND];[ND];[ND];[ND];[ND];[ND];1000;96.02A;NAFRev2;00014;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Autres activités de services;Autres services personnels;Autres services personnels;Coiffure et soins de beauté;Coiffure;Autres activités de services;Autres services personnels;Autres services personnels;Coiffure et soins de beauté;Coiffure;Entrepreneur individuel;;[ND] [ND] [ND] [ND];91738045300014;;;50.565756773, 3.132009062
398706838;00016;39870683800016;O;1994-11-01;Etablissement non employeur;-1;;;2019-11-14T11:00:47-03:00;oui;4;;9;;Rue;GUTENBERG;59390;LYS-LEZ-LANNOY;;;59367;;;;;;;;;;;;;;;;;;;1999-05-20;Fermé;;;;;51.4S;NAF1993;Oui;O;;1994-11-01;;;;;;;;;;;;;2020-07-10T08:32:09-03:00;3;;;1994-12-25;Active;;;RIBAMBELLE;;;;5499;51.4S;NAF1993;00016;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparations automobile et d'articles domestiques";"Commerce ; réparations automobile et d'articles domestiques";Commerce de gros et intermédiaires du commerce;Commerce de gros de biens de consommation non alimentaires;Autres commerces de gros de biens de consommation;"Commerce ; réparations automobile et d'articles domestiques";"Commerce ; réparations automobile et d'articles domestiques";Commerce de gros et intermédiaires du commerce;Commerce de gros de biens de consommation non alimentaires;Autres commerces de gros de biens de consommation;Société à responsabilité limitée (sans autre indication);;9 Rue GUTENBERG;39870683800016;1999-05-20;;50.672541, 3.220808
888161619;00026;88816161900026;O;2020-12-20;;;;;2022-08-04T04:46:05-03:00;oui;1;;25;;Rue;DE CONDE;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2020-12-20;Actif;;;;;53.20Z;NAFRev2;Non;O;;2020-08-17;;Masculin;SERGE;;;;SERGE;;;;;;2022-08-06T10:14:00-03:00;2;PME;2020;2020-12-20;Active;DANY;;;;;;1000;53.20Z;NAFRev2;00026;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Transports et entreposage;Activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Transports et entreposage;Activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Entrepreneur individuel;Monsieur SERGE DANY;25 Rue DE CONDE;88816161900026;;;50.619445, 3.062307
878267376;00019;87826737600019;O;2019-11-01;1 ou 2 salariés;1;2020;9602BA;2022-08-29T07:37:51-03:00;oui;2;;744;;Avenue;JEAN JAURES;59790;RONCHIN;;;59507;;;;;;;;;;;;;;;;;;;2020-09-01;Actif;MY BEAUTY MOMENT;;;;96.02B;NAFRev2;Oui;O;;2019-11-01;;;;;;;;;;1 ou 2 salariés;1;2020;2022-08-29T07:37:51-03:00;2;PME;2020;2020-09-01;Active;;;MY BEAUTY MOMENT;;;;5710;96.02B;NAFRev2;00019;N;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Autres activités de services;Autres services personnels;Autres services personnels;Coiffure et soins de beauté;Soins de beauté;Autres activités de services;Autres services personnels;Autres services personnels;Coiffure et soins de beauté;Soins de beauté;SAS, société par actions simplifiée;;744 Avenue JEAN JAURES;87826737600019;;;50.608611, 3.075884
493908123;00018;49390812300018;O;2007-01-02;;;;;2018-12-20T00:48:16-03:00;oui;3;;;;Route;DE NEUVILLE;59250;HALLUIN;;;59279;;;;;;;;;;;;;;;;;;;2018-10-02;Fermé;;;;;68.20B;NAFRev2;Non;O;;2007-01-02;;;;;;;;;;;;;2018-12-20T00:48:16-03:00;3;;;2018-11-16;Active;;;BCJ 2;;;;6540;68.20B;NAFRev2;00018;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Société civile immobilière;;Route DE NEUVILLE;49390812300018;2018-10-02;;50.770248, 3.140348
448907675;00012;44890767500012;O;2003-05-27;Etablissement non employeur;-1;;;2019-05-10T12:55:11-03:00;oui;3;;5;;Rue;D AMIENS;59800;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2008-01-01;Actif;;;;;68.20B;NAFRev2;Non;O;;2003-05-27;;;;;;;;;;Etablissement non employeur;-1;;2019-05-10T12:55:11-03:00;3;;;2008-01-01;Active;;;SCI ARDOLE;;;;6540;68.20B;NAFRev2;00012;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Société civile immobilière;;5 Rue D AMIENS;44890767500012;;;50.634243, 3.063883
518531934;00017;51853193400017;P;2009-12-01;;;;;2017-09-06T06:20:32-03:00;non;4;[ND];[ND];[ND];[ND];[ND];[ND];TOURCOING;;[ND];59599;[ND];[ND];;;[ND];;[ND];[ND];[ND];[ND];;;[ND];;[ND];[ND];;;2016-11-14;Fermé;[ND];[ND];[ND];[ND];93.29Z;NAFRev2;Non;P;;2009-12-01;[ND];;[ND];[ND];[ND];[ND];[ND];[ND];;;;;2022-02-05T10:09:50-03:00;12;PME;2020;2022-01-01;Active;[ND];[ND];[ND];[ND];[ND];[ND];1000;96.09Z;NAFRev2;00041;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités récréatives et de loisirs;Autres activités récréatives et de loisirs;Autres activités récréatives et de loisirs;Autres activités de services;Autres services personnels;Autres services personnels;Autres services personnels n.c.a.;Autres services personnels n.c.a.;Entrepreneur individuel;;[ND] [ND] [ND] [ND];51853193400041;2016-11-14;;50.725815998, 3.159652714
429721681;00014;42972168100014;O;1988-01-01;Etablissement non employeur;-1;;;2008-01-04T23:42:51-02:00;oui;3;;2;;Rue;DE LA CRECHE;59280;ARMENTIERES;;;59017;;;;;;;;;;;;;;;;;;;2008-01-01;Actif;;;;;94.91Z;NAFRev2;Non;O;;1988-01-01;;Masculin;LAHCEN;;;;LAHCEN;;;Etablissement non employeur;-1;;2011-12-06T02:14:46-03:00;3;;;2008-01-01;Active;KAZBENNAOU;;;;;;1000;94.91Z;NAFRev2;00014;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations religieuses;Activités des organisations religieuses;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations religieuses;Activités des organisations religieuses;Entrepreneur individuel;Monsieur LAHCEN KAZBENNAOU;2 Rue DE LA CRECHE;42972168100014;;;50.687296, 2.896896
921791174;00011;92179117400011;P;2022-10-18;;;;;2022-11-30T01:22:29-03:00;oui;1;[ND];[ND];[ND];[ND];[ND];[ND];VILLENEUVE D'ASCQ;;[ND];59009;[ND];[ND];;;[ND];;[ND];[ND];[ND];[ND];;;[ND];;[ND];[ND];;;2022-10-18;Actif;[ND];[ND];[ND];[ND];68.20A;NAFRev2;Non;P;;2022-10-18;[ND];;[ND];[ND];[ND];[ND];[ND];[ND];;;;;2022-11-30T01:22:29-03:00;1;;;2022-10-18;Active;[ND];[ND];[ND];[ND];[ND];[ND];1000;68.20A;NAFRev2;00011;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;Entrepreneur individuel;;[ND] [ND] [ND] [ND];92179117400011;;;50.632462901, 3.15312041
405039587;00044;40503958700044;O;2004-06-09;;;;;2007-06-07T06:08:44-03:00;non;3;;35;;Avenue;JEAN LEBAS;59100;ROUBAIX;;;59512;;;;;;;;;;;;;;;;;;;2007-06-01;Fermé;;;;;74.1G;NAFRev1;Non;O;;1996-02-23;;Masculin;ALI;;;;ALI;;;Etablissement non employeur;-1;;2017-05-20T01:22:36-03:00;8;PME;2020;2012-01-22;Active;KALAKECH;;;CYBMUT;;;1000;70.22Z;NAFRev2;00028;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Immobilier, location et services aux entreprises;Immobilier, location et services aux entreprises;Services fournis principalement aux entreprises;Activités juridiques, comptables et de conseil de gestion;Conseil pour les affaires et la gestion;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil pour les affaires et autres conseils de gestion;Conseil pour les affaires et autres conseils de gestion;Entrepreneur individuel;Monsieur ALI KALAKECH;35 Avenue JEAN LEBAS;40503958700028;2007-06-01;;50.693368, 3.168898
819593690;00012;81959369000012;O;2016-04-12;;;;;2016-04-10T23:53:21-03:00;oui;1;;102;;Avenue;POTTIER;59130;LAMBERSART;;;59328;;;;;;;;;;;;;;;;;;;2016-04-12;Actif;;;;;62.01Z;NAFRev2;Non;O;;2016-04-12;;Masculin;TITOUAN;ANTOINE;;;TITOUAN;;;;;;2017-05-20T02:57:31-03:00;1;PME;2020;2016-04-12;Active;ALLENDER;;;;;;1000;62.01Z;NAFRev2;00012;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Programmation informatique;Programmation informatique;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Programmation informatique;Programmation informatique;Entrepreneur individuel;Monsieur TITOUAN ALLENDER;102 Avenue POTTIER;81959369000012;;;50.64952, 3.035814
379313091;00025;37931309100025;O;1997-04-17;Etablissement non employeur;-1;;;2020-11-28T00:50:59-03:00;oui;3;ZONE D'ACTIVITE;;;Allée;DE LA CLAIRIERE;59136;WAVRIN;;;59653;;;;;;;;;;;;;;;;;;;2008-01-01;Actif;;;;;68.20B;NAFRev2;Non;O;;1990-09-01;;;;;;;;;;Etablissement non employeur;-1;;2020-11-28T00:50:59-03:00;5;;;2020-07-20;Active;;;SCI ELS;;;;6540;68.20B;NAFRev2;00025;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Société civile immobilière;;Allée DE LA CLAIRIERE;37931309100025;;;50.554732, 2.925664
824485304;00011;82448530400011;O;2016-12-07;;;;;2023-02-04T11:26:28-03:00;oui;1;;25;;Allée;VAUBAN;59110;LA MADELEINE;;CS 50068;59368;59562;LA MADELEINE CEDEX;;;;;;;;;;;;;;;;;2016-12-07;Actif;;;;;41.10A;NAFRev2;Non;O;;2016-12-07;;;;;;;;;;;;;2023-04-18T12:02:35-03:00;3;GE;2020;2022-03-11;Active;;;NEXITY IR PROGRAMMES EST;;;;5710;41.10A;NAFRev2;00011;N;N;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Construction;Construction de bâtiments;Promotion immobilière;Promotion immobilière;Promotion immobilière de logements;Construction;Construction de bâtiments;Promotion immobilière;Promotion immobilière;Promotion immobilière de logements;SAS, société par actions simplifiée;;25 Allée VAUBAN;82448530400011;;;50.646155, 3.072913
775620420;00452;77562042000452;O;1995-01-01;;;;;2023-01-18T13:12:55-03:00;non;3;;42;;Rue;ROGER SALENGRO - HELLEMMES;59260;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2008-01-01;Actif;SAIPHA;;;;88.10A;NAFRev2;Non;O;;1980-07-22;;;;;;;;;W595004890;2 000 à 4 999 salariés;51;2020;2023-02-16T11:41:38-03:00;6;ETI;2020;2023-01-01;Active;;;LES PAPILLONS BLANCS DE LILLE;;;;9230;87.20A;NAFRev2;00379;N;N;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Santé humaine et action sociale;Action sociale sans hébergement;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;Aide à domicile;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes;Hébergement social pour handicapés mentaux et malades mentaux;Association déclarée, reconnue d'utilité publique;;42 Rue ROGER SALENGRO - HELLEMMES;77562042000379;;;50.629256, 3.1017
